Date_(M/D/Y),Experiment_Day,Jar_#,Jar_ID,Temperature_Cycle,Temperature_Cycle_Day,Temperature_Cycle_Total_Days,Temperature_Cycle_Number,Temperature_C,Enrichment_(gPP/L),Sample_Volume_(mL),Dilution_Volume_(mL),Sub_Sample_Volume_(mL),E.patella_abundance_(#protists),Diluted_E.patella_(yes/no),T.pyriformis_abundance_(#protists),Diluted_T.pyriformis_(yes/no),E.patella_Density_(#protists/mL),T.pyriformis_Density_(#protists/mL)
06/15/20,6,10,AHT1,A,7,16,1,22,0.4,0.3,10.0,0.3,N/A,N/A,35,YES,N/A,4005.555556
06/15/20,6,11,AHT2,A,7,16,1,22,0.4,0.3,10.0,0.3,N/A,N/A,50,YES,N/A,5722.222222
06/15/20,6,12,AHT3,A,7,16,1,22,0.4,0.3,10.0,0.3,N/A,N/A,38,YES,N/A,4348.888889
06/15/20,6,13,AHT4,A,7,16,1,22,0.4,0.3,10.0,0.3,N/A,N/A,57,YES,N/A,6523.333333
06/15/20,6,5,ALE1,A,7,16,1,22,0.1,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
06/15/20,6,6,ALE2,A,7,16,1,22,0.1,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
06/15/20,6,7,ALE3,A,7,16,1,22,0.1,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
06/15/20,6,8,ALE4,A,7,16,1,22,0.1,0.3,2.0,0.3,19,NO,22,YES,63.33333333,562.2222222
06/15/20,6,9,ALE5,A,7,16,1,22,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
06/15/20,6,1,ALT1,A,7,16,1,22,0.1,0.3,8.0,0.3,N/A,N/A,22,YES,N/A,2028.888889
06/15/20,6,2,ALT2,A,7,16,1,22,0.1,0.3,8.0,0.3,N/A,N/A,24,YES,N/A,2213.333333
06/15/20,6,3,ALT3,A,7,16,1,22,0.1,0.3,8.0,0.3,N/A,N/A,58,YES,N/A,5348.888889
06/15/20,6,4,ALT4,A,7,16,1,22,0.1,0.3,8.0,0.3,N/A,N/A,53,YES,N/A,4887.777778
06/15/20,6,32,BHE1,B,7,20,1,22,0.4,0.3,0.0,N/A,24,NO,1,NO,80,3.333333333
06/15/20,6,33,BHE2,B,7,20,1,22,0.4,0.3,0.0,N/A,25,NO,0,NO,83.33333333,0
06/15/20,6,34,BHE3,B,7,20,1,22,0.4,0.3,0.0,N/A,46,NO,0,NO,153.3333333,0
06/15/20,6,35,BHE4,B,7,20,1,22,0.4,0.3,0.0,N/A,42,NO,1,NO,140,3.333333333
06/15/20,6,36,BHE5,B,7,20,1,22,0.4,0.3,4.0,0.3,2,NO,67,YES,6.666666667,3201.111111
06/15/20,6,28,BHT1,B,7,20,1,22,0.4,0.3,10.0,0.3,N/A,N/A,43,YES,N/A,4921.111111
06/15/20,6,29,BHT2,B,7,20,1,22,0.4,0.3,10.0,0.3,N/A,N/A,40,YES,N/A,4577.777778
06/15/20,6,30,BHT3,B,7,20,1,22,0.4,0.3,10.0,0.3,N/A,N/A,58,YES,N/A,6637.777778
06/15/20,6,31,BHT4,B,7,20,1,22,0.4,0.3,10.0,0.3,N/A,N/A,69,YES,N/A,7896.666667
06/15/20,6,23,BLE1,B,7,20,1,22,0.1,0.3,0.0,N/A,6,NO,0,NO,20,0
06/15/20,6,24,BLE2,B,7,20,1,22,0.1,0.3,0.0,N/A,1,NO,2,NO,3.333333333,6.666666667
06/15/20,6,25,BLE3,B,7,20,1,22,0.1,0.3,0.0,N/A,12,NO,0,NO,40,0
06/15/20,6,26,BLE4,B,7,20,1,22,0.1,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
06/15/20,6,27,BLE5,B,7,20,1,22,0.1,0.3,4.0,0.3,7,NO,21,YES,23.33333333,1003.333333
06/15/20,6,19,BLT1,B,7,20,1,22,0.1,0.3,8.0,0.3,N/A,N/A,11,YES,N/A,1014.444444
06/15/20,6,20,BLT2,B,7,20,1,22,0.1,0.3,8.0,0.3,N/A,N/A,12,YES,N/A,1106.666667
06/15/20,6,21,BLT3,B,7,20,1,22,0.1,0.3,8.0,0.3,N/A,N/A,15,YES,N/A,1383.333333
06/15/20,6,22,BLT4,B,7,20,1,22,0.1,0.3,8.0,0.3,N/A,N/A,19,YES,N/A,1752.222222
07/27/20,48,50,CHE1,C,1,24,3,22,0.4,0.3,2.0,0.3,0,NO,24,NO,0,80
07/29/20,50,50,CHE1,C,3,24,3,22,0.4,0.3,4.0,0.3,0,NO,10,YES,0,477.7777778
07/31/20,52,50,CHE1,C,5,24,3,22,0.4,0.3,4.0,0.3,0,NO,17,YES,0,812.2222222
08/03/20,55,50,CHE1,C,8,24,3,22,0.4,0.3,4.0,0.3,0,NO,33,YES,0,1576.666667
08/05/20,57,50,CHE1,C,10,24,3,22,0.4,0.3,4.0,0.3,0,NO,22,YES,0,1051.111111
06/15/20,6,46,CHT1,C,7,24,1,22,0.4,0.3,10.0,0.3,N/A,N/A,58,YES,N/A,6637.777778
06/15/20,6,47,CHT2,C,7,24,1,22,0.4,0.3,10.0,0.3,N/A,N/A,42,YES,N/A,4806.666667
06/15/20,6,48,CHT3,C,7,24,1,22,0.4,0.3,10.0,0.3,N/A,N/A,38,YES,N/A,4348.888889
06/15/20,6,49,CHT4,C,7,24,1,22,0.4,0.3,10.0,0.3,N/A,N/A,51,YES,N/A,5836.666667
08/07/20,59,50,CHE1,C,12,24,3,22,0.4,0.3,4.0,0.3,0,NO,41,YES,0,1958.888889
08/10/20,62,50,CHE1,C,15,24,3,27,0.4,0.3,2.0,0.3,0,NO,45,YES,0,1150
08/12/20,64,50,CHE1,C,17,24,3,27,0.4,0.3,4.0,0.3,0,NO,16,YES,0,764.4444444
08/14/20,66,50,CHE1,C,19,24,3,27,0.4,0.3,2.0,0.3,0,NO,21,YES,0,536.6666667
08/17/20,69,50,CHE1,C,22,24,3,27,0.4,0.3,2.0,0.3,0,NO,21,YES,0,536.6666667
06/15/20,6,37,CLT1,C,7,24,1,22,0.1,0.3,8.0,0.3,N/A,N/A,27,YES,N/A,2490
06/15/20,6,38,CLT2,C,7,24,1,22,0.1,0.3,8.0,0.3,N/A,N/A,18,YES,N/A,1660
06/15/20,6,39,CLT3,C,7,24,1,22,0.1,0.3,8.0,0.3,N/A,N/A,21,YES,N/A,1936.666667
06/15/20,6,40,CLT4,C,7,24,1,22,0.1,0.3,8.0,0.3,N/A,N/A,32,YES,N/A,2951.111111
06/16/20,7,68,DHE1,D,8,28,1,22,0.4,0.3,0.0,N/A,21,NO,1,NO,70,3.333333333
06/16/20,7,69,DHE2,D,8,28,1,22,0.4,0.3,0.0,N/A,30,NO,0,NO,100,0
06/16/20,7,70,DHE3,D,8,28,1,22,0.4,0.3,0.0,N/A,34,NO,3,NO,113.3333333,10
06/16/20,7,71,DHE4,D,8,28,1,22,0.4,0.3,0.0,N/A,28,NO,4,NO,93.33333333,13.33333333
06/16/20,7,72,DHE5,D,8,28,1,22,0.4,0.3,4.0,0.3,8,NO,31,YES,26.66666667,1481.111111
06/16/20,7,64,DHT1,D,8,28,1,22,0.4,0.3,10.0,0.3,N/A,N/A,61,YES,N/A,6981.111111
06/16/20,7,65,DHT2,D,8,28,1,22,0.4,0.3,10.0,0.3,N/A,N/A,80,YES,N/A,9155.555556
06/16/20,7,66,DHT3,D,8,28,1,22,0.4,0.3,10.0,0.3,N/A,N/A,48,YES,N/A,5493.333333
06/16/20,7,67,DHT4,D,8,28,1,22,0.4,0.3,10.0,0.3,N/A,N/A,50,YES,N/A,5722.222222
06/16/20,7,59,DLE1,D,8,28,1,22,0.1,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
06/16/20,7,60,DLE2,D,8,28,1,22,0.1,0.3,0.0,N/A,11,NO,0,NO,36.66666667,0
06/16/20,7,61,DLE3,D,8,28,1,22,0.1,0.3,0.0,N/A,8,NO,0,NO,26.66666667,0
06/16/20,7,62,DLE4,D,8,28,1,22,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
06/16/20,7,63,DLE5,D,8,28,1,22,0.1,0.3,0.0,N/A,6,NO,9,NO,20,30
06/16/20,7,55,DLT1,D,8,28,1,22,0.1,0.3,8.0,0.3,N/A,N/A,35,YES,N/A,3227.777778
06/16/20,7,56,DLT2,D,8,28,1,22,0.1,0.3,8.0,0.3,N/A,N/A,33,YES,N/A,3043.333333
06/16/20,7,57,DLT3,D,8,28,1,22,0.1,0.3,8.0,0.3,N/A,N/A,55,YES,N/A,5072.222222
06/16/20,7,58,DLT4,D,8,28,1,22,0.1,0.3,8.0,0.3,N/A,N/A,24,YES,N/A,2213.333333
06/16/20,7,86,EHE1,E,8,32,1,22,0.4,0.3,0.0,N/A,35,NO,0,NO,116.6666667,0
06/16/20,7,87,EHE2,E,8,32,1,22,0.4,0.3,0.0,N/A,29,NO,0,NO,96.66666667,0
06/16/20,7,88,EHE3,E,8,32,1,22,0.4,0.3,0.0,N/A,25,NO,0,NO,83.33333333,0
06/16/20,7,89,EHE4,E,8,32,1,22,0.4,0.3,0.0,N/A,32,NO,0,NO,106.6666667,0
06/16/20,7,90,EHE5,E,8,32,1,22,0.4,0.3,4.0,0.3,16,NO,49,YES,53.33333333,2341.111111
06/16/20,7,82,EHT1,E,8,32,1,22,0.4,0.3,10.0,0.3,N/A,N/A,55,YES,N/A,6294.444444
06/16/20,7,83,EHT2,E,8,32,1,22,0.4,0.3,10.0,0.3,N/A,N/A,54,YES,N/A,6180
06/16/20,7,84,EHT3,E,8,32,1,22,0.4,0.3,10.0,0.3,N/A,N/A,51,YES,N/A,5836.666667
06/16/20,7,85,EHT4,E,8,32,1,22,0.4,0.3,10.0,0.3,N/A,N/A,53,YES,N/A,6065.555556
06/16/20,7,77,ELE1,E,8,32,1,22,0.1,0.3,0.0,N/A,33,NO,0,NO,110,0
06/16/20,7,78,ELE2,E,8,32,1,22,0.1,0.3,0.0,N/A,30,NO,0,NO,100,0
06/16/20,7,79,ELE3,E,8,32,1,22,0.1,0.3,0.0,N/A,9,NO,0,NO,30,0
06/16/20,7,80,ELE4,E,8,32,1,22,0.1,0.3,0.0,N/A,25,NO,0,NO,83.33333333,0
06/16/20,7,81,ELE5,E,8,32,1,22,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
06/16/20,7,73,ELT1,E,8,32,1,22,0.1,0.3,8.0,0.3,N/A,N/A,28,YES,N/A,2582.222222
06/16/20,7,74,ELT2,E,8,32,1,22,0.1,0.3,8.0,0.3,N/A,N/A,24,YES,N/A,2213.333333
06/16/20,7,75,ELT3,E,8,32,1,22,0.1,0.3,8.0,0.3,N/A,N/A,25,YES,N/A,2305.555556
06/16/20,7,76,ELT4,E,8,32,1,22,0.1,0.3,8.0,0.3,N/A,N/A,16,YES,N/A,1475.555556
06/16/20,7,104,FHE1,F,8,36,1,22,0.4,0.3,0.0,N/A,11,NO,0,NO,36.66666667,0
06/16/20,7,105,FHE2,F,8,36,1,22,0.4,0.3,0.0,N/A,35,NO,0,NO,116.6666667,0
06/16/20,7,106,FHE3,F,8,36,1,22,0.4,0.3,0.0,N/A,17,NO,0,NO,56.66666667,0
06/16/20,7,107,FHE4,F,8,36,1,22,0.4,0.3,0.0,N/A,22,NO,0,NO,73.33333333,0
06/16/20,7,108,FHE5,F,8,36,1,22,0.4,0.3,0.0,N/A,11,NO,0,NO,36.66666667,0
06/16/20,7,100,FHT1,F,8,36,1,22,0.4,0.3,10.0,0.3,N/A,N/A,59,YES,N/A,6752.222222
06/16/20,7,101,FHT2,F,8,36,1,22,0.4,0.3,10.0,0.3,N/A,N/A,56,YES,N/A,6408.888889
06/16/20,7,102,FHT3,F,8,36,1,22,0.4,0.3,10.0,0.3,N/A,N/A,59,YES,N/A,6752.222222
06/16/20,7,103,FHT4,F,8,36,1,22,0.4,0.3,10.0,0.3,N/A,N/A,47,YES,N/A,5378.888889
06/16/20,7,95,FLE1,F,8,36,1,22,0.1,0.3,0.0,N/A,14,NO,0,NO,46.66666667,0
06/16/20,7,96,FLE2,F,8,36,1,22,0.1,0.3,0.0,N/A,3,NO,0,NO,10,0
06/16/20,7,97,FLE3,F,8,36,1,22,0.1,0.3,0.0,N/A,16,NO,0,NO,53.33333333,0
06/16/20,7,98,FLE4,F,8,36,1,22,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
06/16/20,7,99,FLE5,F,8,36,1,22,0.1,0.3,1.0,0.3,2,NO,36,YES,6.666666667,520
06/16/20,7,91,FLT1,F,8,36,1,22,0.1,0.3,8.0,0.3,N/A,N/A,33,YES,N/A,3043.333333
06/16/20,7,92,FLT2,F,8,36,1,22,0.1,0.3,8.0,0.3,N/A,N/A,17,YES,N/A,1567.777778
06/16/20,7,93,FLT3,F,8,36,1,22,0.1,0.3,8.0,0.3,N/A,N/A,32,YES,N/A,2951.111111
06/16/20,7,94,FLT4,F,8,36,1,22,0.1,0.3,8.0,0.3,N/A,N/A,20,YES,N/A,1844.444444
06/17/20,8,14,AHE1,A,9,16,1,27,0.4,0.3,0.0,N/A,27,NO,0,NO,90,0
06/17/20,8,15,AHE2,A,9,16,1,27,0.4,0.3,0.0,N/A,30,NO,3,NO,100,10
06/17/20,8,16,AHE3,A,9,16,1,27,0.4,0.3,0.0,N/A,24,NO,0,NO,80,0
06/17/20,8,17,AHE4,A,9,16,1,27,0.4,0.3,0.0,N/A,29,NO,0,NO,96.66666667,0
06/17/20,8,18,AHE5,A,9,16,1,27,0.4,0.3,4.0,0.3,12,NO,21,YES,40,1003.333333
06/17/20,8,10,AHT1,A,9,16,1,27,0.4,0.3,10.0,0.3,N/A,N/A,47,YES,N/A,5378.888889
06/17/20,8,11,AHT2,A,9,16,1,27,0.4,0.3,10.0,0.3,N/A,N/A,43,YES,N/A,4921.111111
06/17/20,8,12,AHT3,A,9,16,1,27,0.4,0.3,10.0,0.3,N/A,N/A,52,YES,N/A,5951.111111
06/17/20,8,13,AHT4,A,9,16,1,27,0.4,0.3,10.0,0.3,N/A,N/A,30,YES,N/A,3433.333333
06/17/20,8,5,ALE1,A,9,16,1,27,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
06/17/20,8,6,ALE2,A,9,16,1,27,0.1,0.3,0.0,N/A,3,NO,0,NO,10,0
06/17/20,8,7,ALE3,A,9,16,1,27,0.1,0.3,0.0,N/A,4,NO,0,NO,13.33333333,0
06/17/20,8,8,ALE4,A,9,16,1,27,0.1,0.3,0.0,N/A,15,NO,0,NO,50,0
06/17/20,8,9,ALE5,A,9,16,1,27,0.1,0.3,0.0,N/A,6,NO,0,NO,20,0
06/17/20,8,1,ALT1,A,9,16,1,27,0.1,0.3,8.0,0.3,N/A,N/A,18,YES,N/A,1660
06/17/20,8,2,ALT2,A,9,16,1,27,0.1,0.3,8.0,0.3,N/A,N/A,47,YES,N/A,4334.444444
06/17/20,8,3,ALT3,A,9,16,1,27,0.1,0.3,8.0,0.3,N/A,N/A,25,YES,N/A,2305.555556
06/17/20,8,4,ALT4,A,9,16,1,27,0.1,0.3,8.0,0.3,N/A,N/A,41,YES,N/A,3781.111111
06/17/20,8,32,BHE1,B,9,20,1,22,0.4,0.3,0.0,N/A,28,NO,0,NO,93.33333333,0
06/17/20,8,33,BHE2,B,9,20,1,22,0.4,0.3,0.0,N/A,30,NO,0,NO,100,0
06/17/20,8,34,BHE3,B,9,20,1,22,0.4,0.3,0.0,N/A,40,NO,0,NO,133.3333333,0
06/17/20,8,35,BHE4,B,9,20,1,22,0.4,0.3,0.0,N/A,55,NO,0,NO,183.3333333,0
06/17/20,8,36,BHE5,B,9,20,1,22,0.4,0.3,2.0,0.3,5,NO,50,YES,16.66666667,1277.777778
06/17/20,8,28,BHT1,B,9,20,1,22,0.4,0.3,10.0,0.3,N/A,N/A,38,YES,N/A,4348.888889
06/17/20,8,29,BHT2,B,9,20,1,22,0.4,0.3,10.0,0.3,N/A,N/A,47,YES,N/A,5378.888889
06/17/20,8,30,BHT3,B,9,20,1,22,0.4,0.3,10.0,0.3,N/A,N/A,62,YES,N/A,7095.555556
06/17/20,8,31,BHT4,B,9,20,1,22,0.4,0.3,10.0,0.3,N/A,N/A,33,YES,N/A,3776.666667
06/17/20,8,23,BLE1,B,9,20,1,22,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
06/17/20,8,24,BLE2,B,9,20,1,22,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
06/17/20,8,25,BLE3,B,9,20,1,22,0.1,0.3,0.0,N/A,11,NO,0,NO,36.66666667,0
06/17/20,8,26,BLE4,B,9,20,1,22,0.1,0.3,0.0,N/A,8,NO,0,NO,26.66666667,0
06/17/20,8,27,BLE5,B,9,20,1,22,0.1,0.3,0.0,N/A,10,NO,0,NO,33.33333333,0
06/17/20,8,19,BLT1,B,9,20,1,22,0.1,0.3,8.0,0.3,N/A,N/A,15,YES,N/A,1383.333333
06/17/20,8,20,BLT2,B,9,20,1,22,0.1,0.3,8.0,0.3,N/A,N/A,24,YES,N/A,2213.333333
06/17/20,8,21,BLT3,B,9,20,1,22,0.1,0.3,8.0,0.3,N/A,N/A,14,YES,N/A,1291.111111
06/17/20,8,22,BLT4,B,9,20,1,22,0.1,0.3,8.0,0.3,N/A,N/A,27,YES,N/A,2490
08/19/20,71,50,CHE1,C,24,24,3,27,0.4,0.3,2.0,0.3,0,NO,16,YES,0,408.8888889
08/21/20,73,50,CHE1,C,2,24,4,22,0.4,0.3,2.0,0.3,0,NO,29,YES,0,741.1111111
08/24/20,76,50,CHE1,C,5,24,4,22,0.4,0.3,2.0,0.3,0,NO,23,YES,0,971.1111111
08/26/20,78,50,CHE1,C,7,24,4,22,0.4,0.3,2.0,0.3,0,NO,15,YES,0,383.3333333
08/28/20,80,50,CHE1,C,9,24,4,22,0.4,0.3,2.0,0.3,0,NO,15,YES,0,383.3333333
06/17/20,8,46,CHT1,C,9,24,1,22,0.4,0.3,10.0,0.3,N/A,N/A,41,YES,N/A,4692.222222
06/17/20,8,47,CHT2,C,9,24,1,22,0.4,0.3,10.0,0.3,N/A,N/A,38,YES,N/A,4348.888889
06/17/20,8,48,CHT3,C,9,24,1,22,0.4,0.3,10.0,0.3,N/A,N/A,40,YES,N/A,4577.777778
06/17/20,8,49,CHT4,C,9,24,1,22,0.4,0.3,10.0,0.3,N/A,N/A,41,YES,N/A,4692.222222
06/10/20,1,51,CHE2,C,2,24,1,22,0.4,0.3,8.0,0.3,23,NO,12,YES,76.66666667,1106.666667
06/12/20,3,51,CHE2,C,4,24,1,22,0.4,0.3,0.0,N/A,32,NO,0,NO,106.6666667,0
06/15/20,6,51,CHE2,C,7,24,1,22,0.4,0.3,0.0,N/A,30,NO,0,NO,100,0
06/17/20,8,51,CHE2,C,9,24,1,22,0.4,0.3,0.0,N/A,46,NO,0,NO,153.3333333,0
06/19/20,10,51,CHE2,C,11,24,1,22,0.4,0.3,0.0,N/A,33,NO,0,NO,110,0
06/17/20,8,37,CLT1,C,9,24,1,22,0.1,0.3,8.0,0.3,N/A,N/A,29,YES,N/A,2674.444444
06/17/20,8,38,CLT2,C,9,24,1,22,0.1,0.3,8.0,0.3,N/A,N/A,22,YES,N/A,2028.888889
06/17/20,8,39,CLT3,C,9,24,1,22,0.1,0.3,8.0,0.3,N/A,N/A,16,YES,N/A,1475.555556
06/17/20,8,40,CLT4,C,9,24,1,22,0.1,0.3,8.0,0.3,N/A,N/A,20,YES,N/A,1844.444444
06/18/20,9,68,DHE1,D,10,28,1,22,0.4,0.3,0.0,N/A,30,NO,0,NO,100,0
06/18/20,9,69,DHE2,D,10,28,1,22,0.4,0.3,0.0,N/A,35,NO,0,NO,116.6666667,0
06/18/20,9,70,DHE3,D,10,28,1,22,0.4,0.3,0.0,N/A,32,NO,0,NO,106.6666667,0
06/18/20,9,71,DHE4,D,10,28,1,22,0.4,0.3,0.0,N/A,23,NO,0,NO,76.66666667,0
06/18/20,9,72,DHE5,D,10,28,1,22,0.4,0.3,0.0,N/A,22,NO,0,NO,73.33333333,0
06/18/20,9,64,DHT1,D,10,28,1,22,0.4,0.3,10.0,0.3,N/A,N/A,46,YES,N/A,5264.444444
06/18/20,9,65,DHT2,D,10,28,1,22,0.4,0.3,10.0,0.3,N/A,N/A,35,YES,N/A,4005.555556
06/18/20,9,66,DHT3,D,10,28,1,22,0.4,0.3,10.0,0.3,N/A,N/A,45,YES,N/A,5150
06/18/20,9,67,DHT4,D,10,28,1,22,0.4,0.3,10.0,0.3,N/A,N/A,30,YES,N/A,3433.333333
06/18/20,9,59,DLE1,D,10,28,1,22,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
06/18/20,9,60,DLE2,D,10,28,1,22,0.1,0.3,0.0,N/A,10,NO,0,NO,33.33333333,0
06/18/20,9,61,DLE3,D,10,28,1,22,0.1,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
06/18/20,9,62,DLE4,D,10,28,1,22,0.1,0.3,0.0,N/A,2,NO,0,NO,6.666666667,0
06/18/20,9,63,DLE5,D,10,28,1,22,0.1,0.3,0.0,N/A,9,NO,0,NO,30,0
06/18/20,9,55,DLT1,D,10,28,1,22,0.1,0.3,8.0,0.3,N/A,N/A,25,YES,N/A,2305.555556
06/18/20,9,56,DLT2,D,10,28,1,22,0.1,0.3,8.0,0.3,N/A,N/A,26,YES,N/A,2397.777778
06/18/20,9,57,DLT3,D,10,28,1,22,0.1,0.3,8.0,0.3,N/A,N/A,39,YES,N/A,3596.666667
06/18/20,9,58,DLT4,D,10,28,1,22,0.1,0.3,8.0,0.3,N/A,N/A,17,YES,N/A,1567.777778
06/18/20,9,86,EHE1,E,10,32,1,22,0.4,0.3,0.0,N/A,40,NO,0,NO,133.3333333,0
06/18/20,9,87,EHE2,E,10,32,1,22,0.4,0.3,0.0,N/A,34,NO,0,NO,113.3333333,0
06/18/20,9,88,EHE3,E,10,32,1,22,0.4,0.3,0.0,N/A,38,NO,0,NO,126.6666667,0
06/18/20,9,89,EHE4,E,10,32,1,22,0.4,0.3,0.0,N/A,47,NO,0,NO,156.6666667,0
06/18/20,9,90,EHE5,E,10,32,1,22,0.4,0.3,0.0,N/A,22,NO,0,NO,73.33333333,0
06/18/20,9,82,EHT1,E,10,32,1,22,0.4,0.3,10.0,0.3,N/A,N/A,50,YES,N/A,5722.222222
06/18/20,9,83,EHT2,E,10,32,1,22,0.4,0.3,10.0,0.3,N/A,N/A,42,YES,N/A,4806.666667
06/18/20,9,84,EHT3,E,10,32,1,22,0.4,0.3,10.0,0.3,N/A,N/A,39,YES,N/A,4463.333333
06/18/20,9,85,EHT4,E,10,32,1,22,0.4,0.3,10.0,0.3,N/A,N/A,31,YES,N/A,3547.777778
06/18/20,9,77,ELE1,E,10,32,1,22,0.1,0.3,0.0,N/A,19,NO,0,NO,63.33333333,0
06/18/20,9,78,ELE2,E,10,32,1,22,0.1,0.3,0.0,N/A,29,NO,0,NO,96.66666667,0
06/18/20,9,79,ELE3,E,10,32,1,22,0.1,0.3,0.0,N/A,10,NO,0,NO,33.33333333,0
06/18/20,9,80,ELE4,E,10,32,1,22,0.1,0.3,0.0,N/A,38,NO,0,NO,126.6666667,0
06/18/20,9,81,ELE5,E,10,32,1,22,0.1,0.3,0.0,N/A,5,NO,0,NO,16.66666667,0
06/18/20,9,73,ELT1,E,10,32,1,22,0.1,0.3,8.0,0.3,N/A,N/A,23,YES,N/A,2121.111111
06/18/20,9,74,ELT2,E,10,32,1,22,0.1,0.3,8.0,0.3,N/A,N/A,12,YES,N/A,1106.666667
06/18/20,9,75,ELT3,E,10,32,1,22,0.1,0.3,8.0,0.3,N/A,N/A,17,YES,N/A,1567.777778
06/18/20,9,76,ELT4,E,10,32,1,22,0.1,0.3,8.0,0.3,N/A,N/A,13,YES,N/A,1198.888889
06/18/20,9,104,FHE1,F,10,36,1,22,0.4,0.3,0.0,N/A,18,NO,0,NO,60,0
06/18/20,9,105,FHE2,F,10,36,1,22,0.4,0.3,0.0,N/A,27,NO,0,NO,90,0
06/18/20,9,106,FHE3,F,10,36,1,22,0.4,0.3,0.0,N/A,23,NO,0,NO,76.66666667,0
06/18/20,9,107,FHE4,F,10,36,1,22,0.4,0.3,0.0,N/A,19,NO,0,NO,63.33333333,0
06/18/20,9,108,FHE5,F,10,36,1,22,0.4,0.3,0.0,N/A,14,NO,0,NO,46.66666667,0
06/18/20,9,100,FHT1,F,10,36,1,22,0.4,0.3,10.0,0.3,N/A,N/A,50,YES,N/A,5722.222222
06/18/20,9,101,FHT2,F,10,36,1,22,0.4,0.3,10.0,0.3,N/A,N/A,67,YES,N/A,7667.777778
06/18/20,9,102,FHT3,F,10,36,1,22,0.4,0.3,10.0,0.3,N/A,N/A,41,YES,N/A,4692.222222
06/18/20,9,103,FHT4,F,10,36,1,22,0.4,0.3,10.0,0.3,N/A,N/A,48,YES,N/A,5493.333333
06/18/20,9,95,FLE1,F,10,36,1,22,0.1,0.3,0.0,N/A,16,NO,0,NO,53.33333333,0
06/18/20,9,96,FLE2,F,10,36,1,22,0.1,0.3,0.0,N/A,12,NO,0,NO,40,0
06/18/20,9,97,FLE3,F,10,36,1,22,0.1,0.3,0.0,N/A,15,NO,0,NO,50,0
06/18/20,9,98,FLE4,F,10,36,1,22,0.1,0.3,0.0,N/A,10,NO,0,NO,33.33333333,0
06/18/20,9,99,FLE5,F,10,36,1,22,0.1,0.3,0.0,N/A,3,NO,0,NO,10,0
06/18/20,9,91,FLT1,F,10,36,1,22,0.1,0.3,8.0,0.3,N/A,N/A,18,YES,N/A,1660
06/18/20,9,92,FLT2,F,10,36,1,22,0.1,0.3,8.0,0.3,N/A,N/A,25,YES,N/A,2305.555556
06/18/20,9,93,FLT3,F,10,36,1,22,0.1,0.3,8.0,0.3,N/A,N/A,15,YES,N/A,1383.333333
06/18/20,9,94,FLT4,F,10,36,1,22,0.1,0.3,8.0,0.3,N/A,N/A,20,YES,N/A,1844.444444
06/19/20,10,14,AHE1,A,11,16,1,27,0.4,0.3,0.0,N/A,38,NO,0,NO,126.6666667,0
06/19/20,10,15,AHE2,A,11,16,1,27,0.4,0.3,0.0,N/A,9,NO,0,NO,30,0
06/19/20,10,16,AHE3,A,11,16,1,27,0.4,0.3,0.0,N/A,21,NO,0,NO,70,0
06/19/20,10,17,AHE4,A,11,16,1,27,0.4,0.3,0.0,N/A,46,NO,0,NO,153.3333333,0
06/19/20,10,18,AHE5,A,11,16,1,27,0.4,0.3,0.0,N/A,20,NO,0,NO,66.66666667,0
06/19/20,10,10,AHT1,A,11,16,1,27,0.4,0.3,10.0,0.3,N/A,N/A,39,YES,N/A,4463.333333
06/19/20,10,11,AHT2,A,11,16,1,27,0.4,0.3,10.0,0.3,N/A,N/A,46,YES,N/A,5264.444444
06/19/20,10,12,AHT3,A,11,16,1,27,0.4,0.3,10.0,0.3,N/A,N/A,67,YES,N/A,7667.777778
06/19/20,10,13,AHT4,A,11,16,1,27,0.4,0.3,10.0,0.3,N/A,N/A,60,YES,N/A,6866.666667
06/19/20,10,5,ALE1,A,11,16,1,27,0.1,0.3,0.0,N/A,3,NO,0,NO,10,0
06/19/20,10,6,ALE2,A,11,16,1,27,0.1,0.3,0.0,N/A,1,NO,0,NO,3.333333333,0
06/19/20,10,7,ALE3,A,11,16,1,27,0.1,0.3,0.0,N/A,7,NO,0,NO,23.33333333,0
06/19/20,10,8,ALE4,A,11,16,1,27,0.1,0.3,0.0,N/A,31,NO,0,NO,103.3333333,0
06/19/20,10,9,ALE5,A,11,16,1,27,0.1,0.3,0.0,N/A,6,NO,0,NO,20,0
06/19/20,10,1,ALT1,A,11,16,1,27,0.1,0.3,8.0,0.3,N/A,N/A,11,YES,N/A,1014.444444
